Date of the game,Away Team Ticker,Home Team Ticker,Is Away Team Home? (Home Court Advantage Stat),Is Home Team Home? (Home Court Advantage Stat),Did a Major Event Occur?,Military-Hours Time of the Game,Away team inactive players,Home team inactive players,Away team win/loss %,Home Team win/loss %,Did Home Team Win? (Outcome)
2020-12-22,GSW,BRK,0,1,0,1900,4,2,0.0,0.0,1
2020-12-22,LAC,LAL,0,1,0,2200,2,2,0.0,0.0,0
2020-12-23,MIL,BOS,0,1,0,1930,1,3,0.0,0.0,1
2020-12-23,ATL,CHI,0,1,0,2000,5,2,0.0,0.0,0
2020-12-23,CHO,CLE,0,1,0,1900,2,4,0.0,0.0,1
2020-12-23,SAC,DEN,0,1,0,2100,2,2,0.0,0.0,0
2020-12-23,NYK,IND,0,1,0,1900,2,3,0.0,0.0,1
2020-12-23,SAS,MEM,0,1,0,2000,2,5,0.0,0.0,0
2020-12-23,DET,MIN,0,1,0,2000,1,3,0.0,0.0,1
2020-12-23,MIA,ORL,0,1,0,1900,2,3,0.0,0.0,1
2020-12-23,WAS,PHI,0,1,0,1900,3,2,0.0,0.0,1
2020-12-23,DAL,PHO,0,1,0,2230,3,2,0.0,0.0,1
2020-12-23,UTA,POR,0,1,0,2200,2,3,0.0,0.0,0
2020-12-23,NOP,TOR,0,1,0,1930,2,2,0.0,0.0,0
2020-12-25,BRK,BOS,0,1,1,1700,2,4,0.0,0.0,0
2020-12-25,LAC,DEN,0,1,1,2230,2,2,0.0,0.0,0
2020-12-25,DAL,LAL,0,1,1,2000,3,2,0.0,0.0,1
2020-12-25,NOP,MIA,0,1,1,2400,2,2,0.0,0.0,1
2020-12-25,GSW,MIL,0,1,1,1430,4,1,0.0,0.0,1
2020-12-26,IND,CHI,0,1,0,2000,4,2,1.000,.000,0
2020-12-26,OKC,CHO,0,1,0,1900,2,3,1.000,.000,0
2020-12-26,CLE,DET,0,1,0,1900,3,1,1.000,.000,0
2020-12-26,ATL,MEM,0,1,0,1700,4,5,1.000,.000,0
2020-12-26,PHI,NYK,0,1,0,1930,2,4,1.000,.000,0
2020-12-26,HOU,POR,0,1,0,2200,3,2,.000,.500,1
2020-12-26,PHO,SAC,0,1,0,2200,1,2,.500,1.000,1
2020-12-26,TOR,SAS,0,1,0,2030,2,2,.000,1.000,1
2020-12-26,MIN,UTA,0,1,0,2100,3,2,1.000,.500,0
2020-12-26,ORL,WAS,0,1,0,1900,3,3,1.000,.000,0
2020-12-27,GSW,CHI,0,1,0,2000,5,2,.333,.000,0
2020-12-27,BRK,CHO,0,1,0,1900,2,3,.667,.333,1
2020-12-27,PHI,CLE,0,1,0,1930,2,4,.667,1.000,1
2020-12-27,BOS,IND,0,1,0,2000,3,5,.333,1.000,1
2020-12-27,DAL,LAC,0,1,0,1530,3,2,.333,.667,0
2020-12-27,MIN,LAL,0,1,0,2200,3,2,.667,.667,1
2020-12-27,SAS,NOP,0,1,0,1900,2,2,.667,.667,1
2020-12-27,MIL,NYK,0,1,0,1930,2,5,.333,.333,1
2020-12-27,PHO,SAC,0,1,0,2100,1,2,.667,.667,0
2020-12-27,ORL,WAS,0,1,0,1900,3,4,1.000,.000,0
2020-12-28,DET,ATL,0,1,0,1930,3,3,.000,1.000,1
2020-12-28,MEM,BRK,0,1,0,1930,5,4,.333,.500,0
2020-12-28,HOU,DEN,0,1,0,2100,3,2,.000,.333,1
2020-12-28,POR,LAL,0,1,0,2200,3,3,.667,.500,0
2020-12-28,UTA,OKC,0,1,0,2000,2,2,.667,.500,0
2020-12-29,NYK,CLE,0,1,0,1900,5,5,.500,.750,0
2020-12-29,GSW,DET,0,1,0,1900,5,2,.500,.000,0
2020-12-29,BOS,IND,0,1,0,1900,3,3,.500,.750,0
2020-12-29,MIN,LAC,0,1,0,2200,4,2,.500,.750,1
2020-12-29,MIL,MIA,0,1,0,1930,3,2,.500,.333,0
2020-12-29,ORL,OKC,0,1,0,2000,3,4,1.000,.333,0
2020-12-29,TOR,PHI,0,1,0,1900,2,2,.000,.750,1
2020-12-29,NOP,PHO,0,1,0,2200,2,1,.500,.750,1
2020-12-29,DEN,SAC,0,1,0,2200,2,2,.250,.750,1
2020-12-29,CHI,WAS,0,1,0,1900,2,2,.250,.000,0
2020-12-30,MEM,BOS,0,1,0,1930,5,4,.250,.600,1
2020-12-30,ATL,BRK,0,1,0,1930,3,2,.750,.600,1
2020-12-30,CHO,DAL,0,1,0,2030,3,3,.500,.250,0
2020-12-30,POR,LAC,0,1,0,2200,3,2,.500,.800,1
2020-12-30,MIL,MIA,0,1,0,1930,3,2,.400,.500,1
2020-12-30,LAL,SAS,0,1,0,2030,2,3,.600,.500,0
2020-12-31,SAC,HOU,0,1,0,1900,2,4,.600,.333,1
2020-12-31,CLE,IND,0,1,0,1500,5,4,.600,.800,1
2020-12-31,NOP,OKC,0,1,0,2000,2,2,.600,.250,0
2020-12-31,PHI,ORL,0,1,0,1830,2,4,.800,.800,0
2020-12-31,NYK,TOR,0,1,0,1930,5,2,.400,.250,1
2020-12-31,PHO,UTA,0,1,0,2100,2,2,.800,.500,0
2020-12-31,CHI,WAS,0,1,0,1700,4,3,.400,.000,0
2021-01-01,ATL,BRK,0,1,1,1930,4,2,.800,.500,0
2021-01-01,MEM,CHO,0,1,1,1900,5,3,.400,.400,0
2021-01-01,MIA,DAL,0,1,1,1900,2,3,.400,.400,1
2021-01-01,PHO,DEN,0,1,1,2100,2,2,.833,.200,0
2021-01-01,BOS,DET,0,1,1,1900,3,2,.500,.200,1
2021-01-01,POR,GSW,0,1,1,2230,3,4,.600,.400,0
2021-01-01,CHI,MIL,0,1,1,2000,4,3,.333,.500,1
2021-01-01,WAS,MIN,0,1,1,2000,2,4,.167,.400,0
2021-01-01,LAL,SAS,0,1,1,2000,2,3,.667,.400,0
2021-01-01,LAC,UTA,0,1,1,2100,2,2,.667,.600,1
2021-01-02,CLE,ATL,0,1,0,1930,5,5,.667,.667,0
2021-01-02,SAC,HOU,0,1,0,1700,2,4,.500,.500,1
2021-01-02,NYK,IND,0,1,0,1900,5,4,.500,.667,0
2021-01-02,TOR,NOP,0,1,0,1930,2,2,.200,.667,1
2021-01-02,OKC,ORL,0,1,0,1900,2,5,.400,.667,0
2021-01-02,CHO,PHI,0,1,0,1900,3,2,.333,.833,1
2021-01-03,WAS,BRK,0,1,0,1800,2,2,.286,.429,0
2021-01-03,DAL,CHI,0,1,0,2000,2,4,.333,.429,1
2021-01-03,BOS,DET,0,1,0,1500,3,2,.571,.167,0
2021-01-03,POR,GSW,0,1,0,2030,2,4,.500,.500,1
2021-01-03,LAL,MEM,0,1,0,1800,4,5,.714,.333,0
2021-01-03,DEN,MIN,0,1,0,1900,2,4,.333,.333,0
2021-01-03,LAC,PHO,0,1,0,2000,1,2,.714,.714,0
2021-01-03,UTA,SAS,0,1,0,1900,2,4,.667,.333,0
2021-01-04,NYK,ATL,0,1,0,1930,5,4,.571,.571,0
2021-01-04,SAC,GSW,0,1,0,2200,3,4,.429,.571,1
2021-01-04,DAL,HOU,0,1,0,2000,3,3,.429,.400,0
2021-01-04,OKC,MIA,0,1,0,1930,3,4,.333,.500,1
2021-01-04,DET,MIL,0,1,0,2000,3,4,.143,.571,1
2021-01-04,IND,NOP,0,1,0,2000,4,1,.714,.571,0
2021-01-04,CLE,ORL,0,1,0,1900,5,5,.571,.714,1
2021-01-04,CHO,PHI,0,1,0,1900,3,2,.286,.857,1
2021-01-04,BOS,TOR,0,1,0,1930,5,2,.625,.167,0
2021-01-05,UTA,BRK,0,1,0,1930,2,3,.571,.500,1
2021-01-05,MIN,DEN,0,1,0,2100,4,2,.286,.429,1
2021-01-05,SAS,LAC,0,1,0,2200,3,1,.429,.625,0
2021-01-05,LAL,MEM,0,1,0,2000,4,5,.750,.286,0
2021-01-05,CHI,POR,0,1,0,2230,4,2,.500,.429,0
2021-01-06,CHO,ATL,0,1,1,1930,4,5,.375,.500,0
2021-01-06,LAC,GSW,0,1,1,2200,1,5,.667,.500,0
2021-01-06,HOU,IND,0,1,1,1900,4,5,.333,.750,1
2021-01-06,BOS,MIA,0,1,1,1930,4,2,.667,.429,0
2021-01-06,DET,MIL,0,1,1,2000,3,4,.125,.625,1
2021-01-06,OKC,NOP,0,1,1,2000,3,1,.429,.500,0
2021-01-06,UTA,NYK,0,1,1,1930,2,4,.500,.625,1
2021-01-06,CLE,ORL,0,1,1,1900,5,4,.500,.750,1
2021-01-06,WAS,PHI,0,1,1,1900,2,2,.250,.875,1
2021-01-06,TOR,PHO,0,1,1,2100,2,1,.143,.750,1
2021-01-06,CHI,SAC,0,1,1,2200,4,3,.444,.500,1
2021-01-07,PHI,BRK,0,1,0,1930,4,5,.778,.556,1
2021-01-07,DAL,DEN,0,1,0,2200,3,2,.500,.375,0
2021-01-07,SAS,LAL,0,1,0,2200,3,3,.500,.667,0
2021-01-07,CLE,MEM,0,1,0,2000,5,5,.556,.250,0
2021-01-07,MIN,POR,0,1,0,2200,4,1,.250,.500,1
2021-01-08,WAS,BOS,0,1,0,1930,2,5,.222,.700,1
2021-01-08,PHO,DET,0,1,0,1900,1,2,.667,.222,1
2021-01-08,LAC,GSW,0,1,0,2200,1,4,.600,.556,1
2021-01-08,ORL,HOU,0,1,0,2000,5,3,.667,.429,1
2021-01-08,CHI,LAL,0,1,0,2200,4,3,.400,.700,1
2021-01-08,BRK,MEM,0,1,0,2000,5,5,.500,.333,1
2021-01-08,UTA,MIL,0,1,0,2000,3,4,.556,.556,0
2021-01-08,CHO,NOP,0,1,0,1930,3,1,.444,.444,0
2021-01-08,OKC,NYK,0,1,0,1930,2,4,.500,.556,0
2021-01-08,TOR,SAC,0,1,0,2200,2,3,.250,.444,0
2021-01-09,ATL,CHO,0,1,0,1900,5,3,.444,.500,1
2021-01-09,ORL,DAL,0,1,0,2030,5,4,.600,.556,1
2021-01-09,PHO,IND,0,1,0,1900,1,5,.700,.667,0
2021-01-09,CLE,MIL,0,1,0,2000,5,4,.500,.600,1
2021-01-09,SAS,MIN,0,1,0,2000,3,3,.556,.222,0
2021-01-09,DEN,PHI,0,1,0,1500,2,5,.444,.700,0
2021-01-09,POR,SAC,0,1,0,2200,2,3,.556,.400,0
2021-01-09,MIA,WAS,0,1,0,1900,2,1,.500,.200,0
2021-01-10,OKC,BRK,0,1,0,1800,2,4,.556,.455,0
2021-01-10,UTA,DET,0,1,0,1500,2,2,.600,.200,0
2021-01-10,TOR,GSW,0,1,0,2030,2,3,.222,.600,1
2021-01-10,LAL,HOU,0,1,0,1900,3,3,.727,.375,0
2021-01-10,CHI,LAC,0,1,0,1600,5,1,.364,.636,1
2021-01-10,SAS,MIN,0,1,0,2000,3,2,.500,.300,1
2021-01-10,DEN,NYK,0,1,0,1800,2,4,.500,.500,0
2021-01-11,PHI,ATL,0,1,0,1930,5,5,.636,.500,1
2021-01-11,NYK,CHO,0,1,0,1900,5,3,.455,.545,1
2021-01-11,MEM,CLE,0,1,0,1900,5,6,.400,.455,0
2021-01-11,MIL,ORL,0,1,0,1900,3,5,.636,.545,0
2021-01-11,TOR,POR,0,1,0,2200,2,2,.200,.600,1
2021-01-11,IND,SAC,0,1,0,2200,5,2,.600,.455,1
2021-01-11,PHO,WAS,0,1,0,1900,1,2,.636,.273,1
2021-01-12,DEN,BRK,0,1,0,1930,3,4,.455,.500,1
2021-01-12,UTA,CLE,0,1,0,1930,3,6,.636,.417,0
2021-01-12,IND,GSW,0,1,0,2230,5,5,.636,.545,0
2021-01-12,LAL,HOU,0,1,0,2000,4,3,.750,.333,0
2021-01-12,SAS,OKC,0,1,0,2000,4,2,.545,.500,0
2021-01-12,MIA,PHI,0,1,0,1900,5,5,.444,.667,1
2021-01-13,DAL,CHO,0,1,0,1900,5,3,.600,.500,0
2021-01-13,MIL,DET,0,1,0,1900,3,2,.667,.182,0
2021-01-13,NOP,LAC,0,1,0,2200,3,2,.400,.667,1
2021-01-13,MEM,MIN,0,1,0,2000,5,3,.455,.273,0
2021-01-13,BRK,NYK,0,1,0,1930,5,3,.538,.417,0
2021-01-13,LAL,OKC,0,1,0,2000,4,3,.769,.455,0
2021-01-13,POR,SAC,0,1,0,2200,2,2,.636,.417,0
2021-01-14,GSW,DEN,0,1,0,2200,5,2,.500,.500,1
2021-01-14,MIA,PHI,0,1,0,1900,5,3,.400,.692,1
2021-01-14,IND,POR,0,1,0,2200,5,2,.667,.583,0
2021-01-14,HOU,SAS,0,1,0,1930,5,4,.400,.500,0
2021-01-14,CHO,TOR,0,1,0,1930,3,2,.462,.273,1
2021-01-15,ORL,BOS,0,1,0,1930,5,5,.500,.727,1
2021-01-15,NYK,CLE,0,1,0,1930,2,5,.385,.462,1
2021-01-15,NOP,LAL,0,1,0,2200,2,3,.364,.786,1
2021-01-15,DAL,MIL,0,1,0,1930,5,2,.545,.692,1
2021-01-15,CHI,OKC,0,1,0,2000,4,3,.333,.500,1
2021-01-15,LAC,SAC,0,1,0,2200,2,4,.692,.385,0
2021-01-15,ATL,UTA,0,1,0,2100,5,4,.455,.667,1
2021-01-16,ORL,BRK,0,1,0,1800,5,2,.462,.571,1
2021-01-16,PHI,MEM,0,1,0,2000,3,3,.643,.500,1
2021-01-16,DET,MIA,0,1,0,2000,2,2,.250,.364,0
2021-01-16,ATL,POR,0,1,0,2200,3,3,.417,.615,1
2021-01-16,HOU,SAS,0,1,0,1700,5,4,.364,.538,1
2021-01-16,CHO,TOR,0,1,0,1930,3,2,.429,.333,1
2021-01-17,NYK,BOS,0,1,0,1300,2,5,.429,.667,0
2021-01-17,CHI,DAL,0,1,0,1500,4,5,.385,.500,0
2021-01-17,UTA,DEN,0,1,0,2000,4,2,.692,.462,0
2021-01-17,IND,LAC,0,1,0,2200,5,2,.615,.714,1
2021-01-17,NOP,SAC,0,1,0,2100,2,3,.417,.357,0
2021-01-18,MIN,ATL,0,1,0,1430,3,3,.250,.462,1
2021-01-18,MIL,BRK,0,1,0,1930,2,2,.643,.600,1
2021-01-18,HOU,CHI,0,1,0,2000,5,4,.333,.429,1
2021-01-18,GSW,LAL,0,1,0,2200,5,3,.538,.733,0
2021-01-18,PHO,MEM,0,1,0,1700,3,4,.583,.538,1
2021-01-18,DET,MIA,0,1,0,2000,2,2,.231,.417,1
2021-01-18,ORL,NYK,0,1,0,2400,5,2,.429,.467,1
2021-01-18,SAS,POR,0,1,0,1500,4,3,.571,.571,0
2021-01-18,DAL,TOR,0,1,0,1930,4,2,.462,.385,1
2021-01-19,OKC,DEN,0,1,0,2100,3,2,.462,.500,1
2021-01-19,NOP,UTA,0,1,0,2100,1,3,.385,.714,1
2021-01-20,DET,ATL,0,1,1,1930,2,3,.214,.500,1
2021-01-20,BRK,CLE,0,1,1,1900,2,5,.563,.500,1
2021-01-20,SAS,GSW,0,1,1,2200,4,5,.533,.571,1
2021-01-20,PHO,HOU,0,1,1,2130,3,4,.615,.308,0
2021-01-20,DAL,IND,0,1,1,1900,4,3,.500,.571,0
2021-01-20,SAC,LAC,0,1,1,2200,3,2,.333,.733,1
2021-01-20,ORL,MIN,0,1,1,2000,5,3,.467,.231,0
2021-01-20,BOS,PHI,0,1,1,1900,3,3,.615,.667,1
2021-01-20,MIA,TOR,0,1,1,1930,2,1,.462,.357,0
2021-01-21,NYK,GSW,0,1,0,2200,2,4,.500,.533,0
2021-01-21,LAL,MIL,0,1,0,1930,3,2,.750,.600,0
2021-01-21,NOP,UTA,0,1,0,2200,1,3,.357,.733,1
2021-01-22,CHI,CHO,0,1,0,1900,3,2,.467,.400,0
2021-01-22,BRK,CLE,0,1,0,1930,2,3,.529,.533,1
2021-01-22,HOU,DET,0,1,0,1900,6,2,.357,.200,0
2021-01-22,ORL,IND,0,1,0,1900,5,2,.438,.600,1
2021-01-22,OKC,LAC,0,1,0,2200,4,2,.429,.750,1
2021-01-22,ATL,MIN,0,1,0,2000,4,3,.533,.214,0
2021-01-22,BOS,PHI,0,1,0,1930,4,2,.571,.688,1
2021-01-22,DEN,PHO,0,1,0,2200,2,2,.533,.571,0
2021-01-22,NYK,SAC,0,1,0,2200,2,3,.471,.375,1
2021-01-22,DAL,SAS,0,1,0,2030,4,4,.533,.500,0
2021-01-22,MIA,TOR,0,1,0,1930,3,2,.429,.400,1
2021-01-23,MIA,BRK,0,1,0,2000,3,2,.400,.556,1
2021-01-23,LAL,CHI,0,1,0,2100,3,3,.765,.438,0
2021-01-23,HOU,DAL,0,1,0,2100,4,4,.400,.500,0
2021-01-23,PHI,DET,0,1,0,2000,3,3,.706,.188,0
2021-01-23,NOP,MIN,0,1,0,2000,1,3,.333,.267,1
2021-01-23,DEN,PHO,0,1,0,2100,2,2,.563,.533,0
2021-01-23,GSW,UTA,0,1,0,2100,3,3,.500,.750,1
2021-01-24,CLE,BOS,0,1,0,1900,4,3,.500,.600,1
2021-01-24,TOR,IND,0,1,0,1300,3,2,.438,.563,0
2021-01-24,OKC,LAC,0,1,0,1600,4,2,.400,.765,1
2021-01-24,ATL,MIL,0,1,0,2000,2,2,.500,.625,1
2021-01-24,CHO,ORL,0,1,0,1900,2,5,.438,.412,0
2021-01-24,NYK,POR,0,1,0,2200,2,1,.444,.600,1
2021-01-24,WAS,SAS,0,1,0,2000,6,3,.250,.529,1
2021-01-25,MIA,BRK,0,1,0,1930,3,2,.375,.579,1
2021-01-25,BOS,CHI,0,1,0,2100,3,2,.625,.412,0
2021-01-25,LAL,CLE,0,1,0,2000,3,4,.778,.471,0
2021-01-25,DEN,DAL,0,1,0,2030,2,4,.588,.471,0
2021-01-25,PHI,DET,0,1,0,1900,4,2,.667,.235,1
2021-01-25,MIN,GSW,0,1,0,2200,3,4,.250,.529,1
2021-01-25,TOR,IND,0,1,0,1900,2,2,.412,.588,1
2021-01-25,CHO,ORL,0,1,0,1900,3,5,.412,.444,1
2021-01-25,OKC,POR,0,1,0,2200,5,0,.438,.563,0
2021-01-26,LAC,ATL,0,1,0,1930,4,3,.722,.529,1
2021-01-26,WAS,HOU,0,1,0,2000,6,3,.231,.438,1
2021-01-26,NYK,UTA,0,1,0,2100,2,3,.421,.765,1
2021-01-27,BRK,ATL,0,1,0,1930,2,5,.600,.500,0
2021-01-27,IND,CHO,0,1,0,1900,5,4,.611,.389,0
2021-01-27,DET,CLE,0,1,0,1900,3,4,.222,.500,1
2021-01-27,MIN,GSW,0,1,0,2200,4,4,.235,.556,1
2021-01-27,DEN,MIA,0,1,0,1930,2,3,.611,.353,0
2021-01-27,WAS,NOP,0,1,0,2100,6,1,.214,.375,1
2021-01-27,SAC,ORL,0,1,0,1900,4,5,.412,.421,0
2021-01-27,LAL,PHI,0,1,0,1930,3,4,.737,.684,1
2021-01-27,OKC,PHO,0,1,0,2100,4,1,.471,.500,0
2021-01-27,BOS,SAS,0,1,0,2030,2,3,.588,.556,1
2021-01-27,MIL,TOR,0,1,0,1930,2,2,.647,.389,0
2021-01-27,DAL,UTA,0,1,0,2100,2,4,.444,.778,1
2021-01-28,LAL,DET,0,1,0,2000,3,2,.700,.263,1
2021-01-28,POR,HOU,0,1,0,1930,1,2,.529,.471,1
2021-01-28,LAC,MIA,0,1,0,2000,4,2,.737,.333,0
2021-01-28,GSW,PHO,0,1,0,2200,4,1,.526,.529,1
2021-01-29,IND,CHO,0,1,0,1900,5,4,.579,.421,1
2021-01-29,PHI,MIN,0,1,0,2000,3,4,.700,.222,0
2021-01-29,MIL,NOP,0,1,0,1930,2,1,.611,.412,1
2021-01-29,CLE,NYK,0,1,0,1930,4,2,.474,.450,1
2021-01-29,BRK,OKC,0,1,0,2000,3,3,.619,.444,0
2021-01-29,LAC,ORL,0,1,0,2000,2,5,.750,.400,0
2021-01-29,DEN,SAS,0,1,0,2030,2,2,.579,.579,1
2021-01-29,SAC,TOR,0,1,0,1930,3,4,.444,.368,0
2021-01-29,DAL,UTA,0,1,0,2200,3,4,.421,.789,1
2021-01-29,ATL,WAS,0,1,0,1900,4,4,.526,.200,0
2021-01-30,LAL,BOS,0,1,0,2030,3,2,.714,.556,0
2021-01-30,POR,CHI,0,1,0,2000,1,3,.556,.389,0
2021-01-30,MIL,CHO,0,1,0,2000,2,4,.579,.450,1
2021-01-30,PHO,DAL,0,1,0,2100,3,2,.556,.400,0
2021-01-30,DET,GSW,0,1,0,2200,2,5,.250,.550,1
2021-01-30,SAC,MIA,0,1,0,2000,4,2,.421,.368,1
2021-01-30,HOU,NOP,0,1,0,2000,4,1,.500,.389,0
2021-01-30,MEM,SAS,0,1,0,2030,5,1,.571,.550,0
2021-01-31,UTA,DEN,0,1,0,1530,3,2,.750,.600,1
2021-01-31,PHI,IND,0,1,0,1900,3,5,.714,.550,0
2021-01-31,CLE,MIN,0,1,0,2000,3,4,.450,.263,1
2021-01-31,LAC,NYK,0,1,0,1300,3,2,.762,.429,0
2021-01-31,ORL,TOR,0,1,0,1900,5,4,.381,.400,1
2021-01-31,BRK,WAS,0,1,0,1900,4,2,.591,.250,1
2021-02-01,LAL,ATL,0,1,0,1930,2,5,.727,.500,0
2021-02-01,NYK,CHI,0,1,0,2000,3,3,.409,.421,1
2021-02-01,MIN,CLE,0,1,0,2000,4,4,.250,.476,1
2021-02-01,PHO,DAL,0,1,0,2030,3,2,.579,.381,0
2021-02-01,CHO,MIA,0,1,0,1930,4,2,.476,.350,0
2021-02-01,POR,MIL,0,1,0,2000,1,2,.526,.600,1
2021-02-01,SAC,NOP,0,1,0,2000,3,2,.450,.368,0
2021-02-01,HOU,OKC,0,1,0,2000,4,3,.526,.421,0
2021-02-01,MEM,SAS,0,1,0,2030,5,2,.600,.524,0
2021-02-02,LAC,BRK,0,1,0,1930,3,4,.727,.609,1
2021-02-02,BOS,GSW,0,1,0,2200,3,5,.579,.524,0
2021-02-02,MEM,IND,0,1,0,2000,5,5,.563,.571,1
2021-02-02,TOR,ORL,0,1,0,1900,3,5,.429,.364,0
2021-02-02,DET,UTA,0,1,0,2200,3,3,.238,.762,1
2021-02-02,POR,WAS,0,1,0,2000,2,2,.550,.235,0
2021-02-03,DAL,ATL,0,1,0,1930,2,5,.409,.476,0
2021-02-03,NYK,CHI,0,1,0,2000,3,4,.435,.400,0
2021-02-03,PHI,CHO,0,1,0,1900,3,4,.727,.455,0
2021-02-03,LAC,CLE,0,1,0,2000,3,4,.739,.455,0
2021-02-03,WAS,MIA,0,1,0,2000,3,2,.278,.333,0
2021-02-03,IND,MIL,0,1,0,1900,5,3,.545,.619,1
2021-02-03,PHO,NOP,0,1,0,2130,3,2,.550,.400,1
2021-02-03,HOU,OKC,0,1,0,2000,5,5,.500,.450,1
2021-02-03,BOS,SAC,0,1,0,2200,4,4,.550,.476,1
2021-02-03,MIN,SAS,0,1,0,2030,4,4,.238,.545,1
2021-02-04,UTA,ATL,0,1,0,1930,3,5,.773,.455,0
2021-02-04,GSW,DAL,0,1,0,1930,5,3,.545,.391,0
2021-02-04,DEN,LAL,0,1,0,2200,3,3,.571,.739,1
2021-02-04,HOU,MEM,0,1,0,2100,5,5,.524,.529,0
2021-02-04,POR,PHI,0,1,0,2000,3,5,.571,.696,0
2021-02-05,TOR,BRK,0,1,0,1930,4,3,.455,.583,0
2021-02-05,UTA,CHO,0,1,0,2000,3,4,.783,.435,0
2021-02-05,MIL,CLE,0,1,0,1930,3,4,.636,.435,0
2021-02-05,NOP,IND,0,1,0,1900,2,5,.429,.522,0
2021-02-05,BOS,LAC,0,1,0,2200,3,4,.571,.708,0
2021-02-05,WAS,MIA,0,1,0,2000,3,2,.263,.364,1
2021-02-05,MIN,OKC,0,1,0,2000,4,5,.273,.429,0
2021-02-05,CHI,ORL,0,1,0,1900,4,5,.381,.391,1
2021-02-05,DET,PHO,0,1,0,2100,4,1,.227,.571,1
2021-02-06,TOR,ATL,0,1,0,2000,4,5,.435,.478,1
2021-02-06,MIL,CLE,0,1,0,2000,3,3,.652,.417,0
2021-02-06,GSW,DAL,0,1,0,2030,5,3,.522,.417,1
2021-02-06,SAS,HOU,0,1,0,2000,4,5,.565,.500,0
2021-02-06,DET,LAL,0,1,0,2200,4,3,.217,.750,1
2021-02-06,MEM,NOP,0,1,0,2100,5,2,.500,.455,1
2021-02-06,POR,NYK,0,1,0,1300,1,4,.545,.458,1
2021-02-06,MIN,OKC,0,1,0,2000,4,5,.261,.455,1
2021-02-06,CHI,ORL,0,1,0,1900,5,5,.409,.375,0
2021-02-06,BRK,PHI,0,1,0,2000,4,4,.560,.708,1
2021-02-06,DEN,SAC,0,1,0,1700,5,4,.545,.500,1
2021-02-07,WAS,CHO,0,1,0,1300,2,4,.250,.458,1
2021-02-07,UTA,IND,0,1,0,1300,3,5,.792,.500,0
2021-02-07,SAC,LAC,0,1,0,1500,3,4,.522,.680,0
2021-02-07,MIA,NYK,0,1,0,1300,2,4,.391,.440,0
2021-02-07,BOS,PHO,0,1,0,1400,3,1,.545,.591,1
2021-02-08,WAS,CHI,0,1,0,2000,3,4,.286,.391,0
2021-02-08,HOU,CHO,0,1,0,1900,5,4,.478,.480,1
2021-02-08,MIN,DAL,0,1,0,2030,4,3,.250,.440,1
2021-02-08,MIL,DEN,0,1,0,2130,4,3,.667,.522,0
2021-02-08,OKC,LAL,0,1,0,2200,5,4,.435,.760,1
2021-02-08,TOR,MEM,0,1,0,2000,4,5,.458,.474,0
2021-02-08,CLE,PHO,0,1,0,2100,4,1,.400,.609,1
2021-02-08,GSW,SAS,0,1,0,2030,5,4,.500,.583,1
2021-02-09,BRK,DET,0,1,0,1900,5,4,.538,.250,1
2021-02-09,NYK,MIA,0,1,0,1930,3,2,.423,.417,1
2021-02-09,HOU,NOP,0,1,0,1930,5,2,.458,.478,1
2021-02-09,ORL,POR,0,1,0,2200,5,2,.360,.565,1
2021-02-09,PHI,SAC,0,1,0,2200,3,3,.720,.500,0
2021-02-09,GSW,SAS,0,1,0,2030,5,4,.520,.560,0
2021-02-09,BOS,UTA,0,1,0,2200,2,4,.522,.800,1
2021-02-10,IND,BRK,0,1,0,2000,5,5,.480,.556,1
2021-02-10,NOP,CHI,0,1,0,2100,2,5,.458,.417,1
2021-02-10,ATL,DAL,0,1,0,1930,4,3,.458,.462,1
2021-02-10,CLE,DEN,0,1,0,2100,4,3,.385,.542,1
2021-02-10,OKC,LAL,0,1,0,2200,5,4,.417,.769,1
2021-02-10,CHO,MEM,0,1,0,2000,4,5,.462,.500,1
2021-02-10,LAC,MIN,0,1,0,2000,4,3,.692,.240,0
2021-02-10,MIL,PHO,0,1,0,2200,4,1,.640,.625,1
2021-02-10,TOR,WAS,0,1,0,1900,4,2,.480,.273,0
2021-02-11,TOR,BOS,0,1,0,1930,4,3,.462,.542,1
2021-02-11,IND,DET,0,1,0,2000,5,5,.500,.240,0
2021-02-11,ORL,GSW,0,1,0,2200,4,5,.346,.538,1
2021-02-11,MIA,HOU,0,1,0,1930,2,5,.440,.440,0
2021-02-11,PHI,POR,0,1,0,2200,4,2,.692,.583,1
2021-02-12,SAS,ATL,0,1,0,1930,3,4,.577,.440,0
2021-02-12,DET,BOS,0,1,0,2000,5,4,.269,.520,0
2021-02-12,LAC,CHI,0,1,0,2000,4,5,.704,.400,0
2021-02-12,MIN,CHO,0,1,0,1900,3,4,.231,.481,1
2021-02-12,NOP,DAL,0,1,0,1930,2,3,.440,.481,1
2021-02-12,OKC,DEN,0,1,0,2100,5,3,.400,.560,1
2021-02-12,MEM,LAL,0,1,0,2200,5,2,.476,.778,1
2021-02-12,CLE,POR,0,1,0,2200,4,1,.370,.600,1
2021-02-12,ORL,SAC,0,1,0,2200,5,2,.370,.480,0
2021-02-12,MIL,UTA,0,1,0,2100,4,3,.615,.808,1
2021-02-12,NYK,WAS,0,1,0,1900,3,3,.444,.261,0
2021-02-13,IND,ATL,0,1,0,1930,5,5,.519,.423,0
